module,folder,screen,view_file,is_partial,controller,action,route,http_method,permission,inherited_permission,has_route,layout,partials_used,timeline_integration,comments_integration,uses_localizer,dir_rtl,lines,status
Shared,Shared,_LayoutInventory,CrossBuy/Views/Shared/_LayoutInventory.cshtml,True,,,,,,,False,,_AnnouncementsBanner;_CalendarReminders;_CbToastr;_MainMenu;_NotificationBell,False,False,True,True,4771,partial
Shared,Shared,_LayoutManufacturing,CrossBuy/Views/Shared/_LayoutManufacturing.cshtml,True,,,,,,,False,,_AnnouncementsBanner;_CalendarReminders;_CbToastr;_MainMenu;_NotificationBell,False,False,True,True,4771,partial
Shared,Shared,_LayoutPeople,CrossBuy/Views/Shared/_LayoutPeople.cshtml,True,,,,,,,False,,_CbToastr,False,False,True,True,394,partial
Shared,Shared,_LayoutPos,CrossBuy/Views/Shared/_LayoutPos.cshtml,True,,,,,,,False,,,False,False,False,True,47,partial
Shared,Shared,_LayoutPosApp,CrossBuy/Views/Shared/_LayoutPosApp.cshtml,True,,,,,,,False,,,False,False,False,True,143,partial
Shared,Shared,_MainMenu,CrossBuy/Views/Shared/_MainMenu.cshtml,True,,,,,,,False,,,False,False,True,True,140,partial
Shared,Shared,_NotificationBell,CrossBuy/Views/Shared/_NotificationBell.cshtml,True,,,,,,,False,,,False,False,True,True,159,partial
Shared,Shared,_QuickAdd,CrossBuy/Views/Shared/_QuickAdd.cshtml,True,,,,,,,False,,,False,False,True,True,393,partial
Shared,Shared,_ValidationScriptsPartial,CrossBuy/Views/Shared/_ValidationScriptsPartial.cshtml,True,,,,,,,False,,,False,False,False,False,3,partial
Shared,Shared,_mainLayout,CrossBuy/Views/Shared/_mainLayout.cshtml,True,,,,,,,False,,,False,False,True,True,1182,partial
Tasks,Tasks,AutoRules,CrossBuy/Views/Tasks/AutoRules.cshtml,False,TasksController,AutoRules,/Tasks/AutoRules,GET,(none),(none),True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,False,True,78,routed
Tasks,Tasks,HoursReport,CrossBuy/Views/Tasks/HoursReport.cshtml,False,TasksController,HoursReport,/Tasks/HoursReport,GET,(none),(none),True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,False,True,188,routed
Tasks,Tasks,Index,CrossBuy/Views/Tasks/Index.cshtml,False,TasksController,Index,/Tasks/Index,GET,(none),(none),True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,779,routed
Tasks,Tasks,MatchSuggestions,CrossBuy/Views/Tasks/MatchSuggestions.cshtml,False,TasksController,MatchSuggestions,/Tasks/MatchSuggestions,GET,(none),(none),True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,False,True,98,routed
Tasks,Tasks,Reports,CrossBuy/Views/Tasks/Reports.cshtml,False,TasksController,Reports,/Tasks/Reports,GET,(none),(none),True,~/Views/Shared/_LayoutBackend.cshtml,,False,False,True,True,168,routed
Unclassified,,_ViewImports,CrossBuy/Views/_ViewImports.cshtml,True,,,,,,,False,,,False,False,False,False,7,partial
Unclassified,,_ViewStart,CrossBuy/Views/_ViewStart.cshtml,True,,,,,,,False,_Layout,,False,False,False,False,4,partial
