"module","controller","action","http_method","route_attribute","is_api","mutating","antiforgery","permission_attributes","inherited_permission","in_body_authorization","action_attributes","uses_scopedtx","uses_notify","uses_businessevent","file"
"Communication","ChatController","Directory","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","StartDirect","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","CreateGroup","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Send","POST","","False","True","False","(none)","SessionValidation","False","HttpPost;RequestSizeLimit(52_428_800)","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Edit","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Delete","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","React","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","MarkRead","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","AddMember","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","RemoveMember","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/ChatController.cs"
"Communication","CommController","Index","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Compose","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","View","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Send","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;RequestSizeLimit(52_428_800)","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Contacts","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Trash","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Star","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Resend","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommentsController","List","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CommentsController.cs"
"Communication","CommentsController","Add","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/CommentsController.cs"
"Communication","CommentsController","Delete","POST","","False","True","False","(none)","SessionValidation","False","HttpPost","False","False","False","CrossBuy/Controllers/CommentsController.cs"
"CRM","CrmController","CustomFields","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveCustomField","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","DeleteCustomField","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","EntityCustomValues","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AutomationRules","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveAutomationRule","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","DeleteAutomationRule","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Index","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CustomerPickData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AccountPickData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Accounts","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AccountsData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AccountEditor","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveAccount","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveContact","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","DeleteContact","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Campaigns","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CampaignsData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CampaignsExport","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","LeadsExport","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","OpportunitiesExport","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ActivitiesExport","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveCampaign","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CampaignDetail","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","EntityPickData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AddCampaignMember","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AddListToCampaign","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","UpdateMemberStatus","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RemoveCampaignMember","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","MarketingLists","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","MarketingListsData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ListEditor","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveList","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AddListMember","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RemoveListMember","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Tickets","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","TicketsData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","TicketEditor","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveTicket","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","UpdateTicketStatus","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SlaPolicies","GET","","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpGet;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveSlaPolicy","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ScoringRules","GET","","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpGet;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveScoringRule","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveCrmSettings","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RecomputeScores","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Forecast","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Reports","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Leads","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","LeadsData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveLead","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ConvertLead","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Opportunities","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","OpportunitiesData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Pipeline","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","StagesData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Pipelines","GET","","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpGet;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","PipelineEditor","GET","","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpGet;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SavePipeline","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","MoveOpportunity","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveOpportunity","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","OpportunityProducts","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveOpportunityProducts","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ConvertOpportunityToQuotation","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Activities","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ActivitiesData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveActivity","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","TimelineData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ToggleActivity","POST","","False","True","True","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""edit"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CrmRoles","GET","","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpGet;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AssignCrmRole","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RemoveCrmRole","POST","","False","True","True","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;CrossBuy.Models.CrmPerm(""manage"")","False","False","False","CrossBuy/Controllers/CrmController.cs"
"Accounting","CurrencyController","Currencies","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","CurrenciesData","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SaveCurrency","POST","","False","True","True","AccPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;AccPerm(""manage"")","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","ExchangeRates","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SaveExchangeRate","POST","","False","True","True","AccPerm(""post"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;AccPerm(""post"")","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","Setup","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SetCompanyCurrency","POST","","False","True","True","AccPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;AccPerm(""manage"")","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SetBranchCurrency","POST","","False","True","True","AccPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;AccPerm(""manage"")","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","Revaluation","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","PostRevaluation","POST","","False","True","True","AccPerm(""manage"")","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;AccPerm(""manage"")","False","False","False","CrossBuy/Controllers/CurrencyController.cs"
"Communication","FileManagerController","Index","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","List","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","FolderTree","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","CreateFolder","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Rename","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Move","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Delete","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Upload","POST","","False","True","True","(none)","SessionValidation","False","HttpPost;ValidateAntiForgeryToken;RequestSizeLimit(268435456)","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Download","GET","","False","False","False","(none)","SessionValidation","False","HttpGet","False","False","False","CrossBuy/Controllers/FileManagerController.cs"
"Other","HomeController","Index","GET","","False","False","False","(none)","(none)","False","","False","False","False","CrossBuy/Controllers/HomeController.cs"
"Other","HomeController","Privacy","GET","","False","False","False","(none)","(none)","False","","False","False","False","CrossBuy/Controllers/HomeController.cs"
"Other","HomeController","Store","GET","","False","False","False","(none)","(none)","False","AllowAnonymous","False","False","False","CrossBuy/Controllers/HomeController.cs"
"Other","HomeController","Error","GET","","False","False","False","(none)","(none)","False","ResponseCache(Duration = 0, Location = ResponseCacheLocation.None, NoStore = true)","False","False","False","CrossBuy/Controllers/HomeController.cs"
"Other","HyperController","Dashboard","GET","","False","False","False","(none)","(none)","False","HttpGet("""");HttpGet(""dashboard"")","False","False","False","CrossBuy/Controllers/HyperController.cs"
"Other","HyperController","ItemMargin","GET","reports/item-margin","False","False","False","(none)","(none)","False","HttpGet(""reports/item-margin"")","False","False","False","CrossBuy/Controllers/HyperController.cs"
"Other","HyperController","Sales","GET","reports/sales","False","False","False","(none)","(none)","False","HttpGet(""reports/sales"")","False","False","False","CrossBuy/Controllers/HyperController.cs"
"Other","HyperPosController","Index","GET","","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet("""")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Login","GET","login","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""login"");AllowAnonymous","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Login","POST","login","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""login"");AllowAnonymous;ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Logout","GET","logout","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""logout"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Start","GET","start","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""start"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Start","POST","start","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpPost(""start"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Lane","GET","lane","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""lane"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","ShiftClose","POST","shift/close","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""shift/close"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Scan","POST","scan","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""scan"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","SetQty","POST","line/qty","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""line/qty"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","RemoveLine","POST","line/remove","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""line/remove"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Pay","POST","pay","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""pay"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Receipts","GET","receipts","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""receipts"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","PrintInvoice","GET","invoice/print/{invoiceId:int}","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""invoice/print/{invoiceId:int}"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","StampInvoiceCustomer","POST","invoice/stamp","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""invoice/stamp"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Customer","GET","customer","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""customer"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","CustomerSearch","GET","customer/search","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""customer/search"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","CustomerAdd","POST","customer/add","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""customer/add"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","AttachCustomer","POST","customer/attach","False","True","True","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","HttpPost(""customer/attach"");ValidateAntiForgeryToken","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","PriceCheck","GET","pricecheck","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","HttpGet(""pricecheck"")","False","False","False","CrossBuy/Controllers/HyperPosController.cs"
