controller,action,http_method,is_api,authorization,permission_attributes,in_body_authority,in_body_chain,authentication_only,antiforgery,lane_guard,environment_gate,anonymous,unsupported_helpers,file,line
"TasksController","AddTime","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","447"
"TasksController","BoardMove","POST","False","InBody","","ITasksAccessService.CanAsync","BoardMove -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","595"
"TasksController","ChangeStatus","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","395"
"TasksController","ChecklistAdd","POST","False","InBody","","ITasksAccessService.CanAsync","ChecklistAdd -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","617"
"TasksController","ChecklistRemove","POST","False","InBody","","ITasksAccessService.CanAsync","ChecklistRemove -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","647"
"TasksController","ChecklistReorder","POST","False","InBody","","ITasksAccessService.CanAsync","ChecklistReorder -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","661"
"TasksController","ChecklistToggle","POST","False","InBody","","ITasksAccessService.CanAsync","ChecklistToggle -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","627"
"TasksController","ConfirmMatch","POST","False","InBody","","ITasksAccessService.CanAsync","ConfirmMatch -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","354"
"TasksController","Delete","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","413"
"TasksController","DeleteTime","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","458"
"TasksController","DependencyAdd","POST","False","InBody","","ITasksAccessService.CanAsync","DependencyAdd -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","689"
"TasksController","DependencyRemove","POST","False","InBody","","ITasksAccessService.CanAsync","DependencyRemove -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","707"
"TasksController","DismissMatch","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","384"
"TasksController","GenerateInvoice","POST","False","InBody","","ITasksAccessService.CanAsync","GenerateInvoice -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","499"
"TasksController","PostLaborToWO","POST","False","InBody","","ITasksAccessService.CanAsync","PostLaborToWO -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","487"
"TasksController","RunGenerator","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","316"
"TasksController","Save","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","211"
"TasksController","SaveAutoRule","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","305"
"TasksController","StartTimer","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","425"
"TasksController","StopTimer","POST","False","None","","","","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","436"
"TasksController","TaskCommentAdd","POST","False","InBody","","ITasksAccessService.CanAsync","TaskCommentAdd -> TaskGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","808"
"TasksController","TemplateApply","POST","False","InBody","","ITasksAccessService.CanAsync","TemplateApply -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","924"
"TasksController","TemplateSave","POST","False","InBody","","ITasksAccessService.CanAsync","TemplateSave -> TaskManageGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","896"
"TasksController","TemplateSetActive","POST","False","InBody","","ITasksAccessService.CanAsync","TemplateSetActive -> TaskManageGateAsync -> ITasksAccessService.CanAsync","False","True","False","False","False","","CrossBuy/Controllers/TasksController.cs","914"
