controller,action,route,kind,verbs,action_attributes,controller_attributes,anonymous,evidence
Crm,ActivitiesExport,/Crm/ActivitiesExport,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,AddCampaignMember,/Crm/AddCampaignMember,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,AddListMember,/Crm/AddListMember,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,AddListToCampaign,/Crm/AddListToCampaign,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,AssignCrmRole,/Crm/AssignCrmRole,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,AutomationRules,/Crm/AutomationRules,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,CampaignDetail,/Crm/CampaignDetail,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Campaigns,/Crm/Campaigns,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,CampaignsData,/Crm/CampaignsData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,CampaignsExport,/Crm/CampaignsExport,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,ConvertLead,/Crm/ConvertLead,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,ConvertOpportunityToQuotation,/Crm/ConvertOpportunityToQuotation,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,CrmRoles,/Crm/CrmRoles,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,CustomFields,/Crm/CustomFields,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,CustomerPickData,/Crm/CustomerPickData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,DeleteAutomationRule,/Crm/DeleteAutomationRule,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,DeleteContact,/Crm/DeleteContact,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,DeleteCustomField,/Crm/DeleteCustomField,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,EntityCustomValues,/Crm/EntityCustomValues,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,EntityPickData,/Crm/EntityPickData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Forecast,/Crm/Forecast,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Index,/Crm/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Leads,/Crm/Leads,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,LeadsData,/Crm/LeadsData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,LeadsExport,/Crm/LeadsExport,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,ListEditor,/Crm/ListEditor,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,MarketingLists,/Crm/MarketingLists,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,MarketingListsData,/Crm/MarketingListsData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,MoveOpportunity,/Crm/MoveOpportunity,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,Opportunities,/Crm/Opportunities,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,OpportunitiesData,/Crm/OpportunitiesData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,OpportunitiesExport,/Crm/OpportunitiesExport,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,OpportunityInsights,/Crm/OpportunityInsights,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""read"")",SessionValidation,no,repository-verified
Crm,OpportunityProducts,/Crm/OpportunityProducts,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Pipeline,/Crm/Pipeline,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,PipelineEditor,/Crm/PipelineEditor,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,Pipelines,/Crm/Pipelines,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,RecomputeScores,/Crm/RecomputeScores,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,RemoveCampaignMember,/Crm/RemoveCampaignMember,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,RemoveCrmRole,/Crm/RemoveCrmRole,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,RemoveListMember,/Crm/RemoveListMember,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,Reports,/Crm/Reports,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,SaveAccount,/Crm/SaveAccount,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveActivity,/Crm/SaveActivity,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveAutomationRule,/Crm/SaveAutomationRule,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SaveCampaign,/Crm/SaveCampaign,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveContact,/Crm/SaveContact,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveCrmSettings,/Crm/SaveCrmSettings,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SaveCustomField,/Crm/SaveCustomField,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SaveLead,/Crm/SaveLead,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveList,/Crm/SaveList,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveOpportunity,/Crm/SaveOpportunity,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SaveOpportunityProducts,/Crm/SaveOpportunityProducts,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,SavePipeline,/Crm/SavePipeline,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SaveScoringRule,/Crm/SaveScoringRule,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SaveSlaPolicy,/Crm/SaveSlaPolicy,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SaveTicket,/Crm/SaveTicket,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,ScoringRules,/Crm/ScoringRules,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,SlaPolicies,/Crm/SlaPolicies,mvc,HttpGet,"CrossBuy.Models.CrmPerm(""manage"")",SessionValidation,no,repository-verified
Crm,StagesData,/Crm/StagesData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,TicketEditor,/Crm/TicketEditor,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,Tickets,/Crm/Tickets,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,TicketsData,/Crm/TicketsData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,TimelineData,/Crm/TimelineData,mvc,HttpGet,,SessionValidation,no,repository-verified
Crm,ToggleActivity,/Crm/ToggleActivity,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,UpdateMemberStatus,/Crm/UpdateMemberStatus,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Crm,UpdateTicketStatus,/Crm/UpdateTicketStatus,mvc,HttpPost,"ValidateAntiForgeryToken; CrossBuy.Models.CrmPerm(""edit"")",SessionValidation,no,repository-verified
Currency,Currencies,/Currency/Currencies,mvc,HttpGet,,SessionValidation,no,repository-verified
Currency,CurrenciesData,/Currency/CurrenciesData,mvc,HttpGet,,SessionValidation,no,repository-verified
Currency,ExchangeRates,/Currency/ExchangeRates,mvc,HttpGet,,SessionValidation,no,repository-verified
Currency,PostRevaluation,/Currency/PostRevaluation,mvc,HttpPost,"ValidateAntiForgeryToken; AccPerm(""manage"")",SessionValidation,no,repository-verified
Currency,Revaluation,/Currency/Revaluation,mvc,HttpGet,,SessionValidation,no,repository-verified
Currency,SaveCurrency,/Currency/SaveCurrency,mvc,HttpPost,"ValidateAntiForgeryToken; AccPerm(""manage"")",SessionValidation,no,repository-verified
Currency,SaveExchangeRate,/Currency/SaveExchangeRate,mvc,HttpPost,"ValidateAntiForgeryToken; AccPerm(""post"")",SessionValidation,no,repository-verified
Currency,SetBranchCurrency,/Currency/SetBranchCurrency,mvc,HttpPost,"ValidateAntiForgeryToken; AccPerm(""manage"")",SessionValidation,no,repository-verified
Currency,SetCompanyCurrency,/Currency/SetCompanyCurrency,mvc,HttpPost,"ValidateAntiForgeryToken; AccPerm(""manage"")",SessionValidation,no,repository-verified
Currency,Setup,/Currency/Setup,mvc,HttpGet,,SessionValidation,no,repository-verified
Documents,Content,/Documents/Content,mvc,"HttpGet(""{id:long}/content"")",,"Route(""Documents""); SessionValidation",no,repository-verified
Documents,ForEntity,/Documents/ForEntity,mvc,"HttpGet(""for/{entityType}/{entityId:int}"")",,"Route(""Documents""); SessionValidation",no,repository-verified
Documents,History,/Documents/History,mvc,"HttpGet(""{id:long}/history"")",,"Route(""Documents""); SessionValidation",no,repository-verified
Documents,Reject,/Documents/Reject,mvc,"HttpPost(""{id:long}/reject"")",ValidateAntiForgeryToken,"Route(""Documents""); SessionValidation",no,repository-verified
Documents,Submit,/Documents/Submit,mvc,"HttpPost(""submit"")",ValidateAntiForgeryToken; RequestSizeLimit(52_428_800),"Route(""Documents""); SessionValidation",no,repository-verified
Documents,Verify,/Documents/Verify,mvc,"HttpPost(""{id:long}/verify"")",ValidateAntiForgeryToken,"Route(""Documents""); SessionValidation",no,repository-verified
Documents,VersionContent,/Documents/VersionContent,mvc,"HttpGet(""{id:long}/versions/{versionNo:int}/content"")",,"Route(""Documents""); SessionValidation",no,repository-verified
Documents,Workspace,/Documents/Workspace,mvc,"HttpGet(""workspace/{entityType}/{entityId:int}"")",,"Route(""Documents""); SessionValidation",no,repository-verified
EmployeeOnboarding,Complete,/EmployeeOnboarding/Complete,mvc,"HttpPost(""{employeeId:int}/complete"")",ValidateAntiForgeryToken,"Route(""Hr/Onboarding"")",no,repository-verified
EmployeeOnboarding,CompleteItem,/EmployeeOnboarding/CompleteItem,mvc,"HttpPost(""{employeeId:int}/item/{itemId:int}/complete"")",ValidateAntiForgeryToken,"Route(""Hr/Onboarding"")",no,repository-verified
EmployeeOnboarding,Index,/EmployeeOnboarding/Index,mvc,"HttpGet(""{employeeId:int}"")",,"Route(""Hr/Onboarding"")",no,repository-verified
EmployeeOnboarding,Start,/EmployeeOnboarding/Start,mvc,"HttpPost(""{employeeId:int}/start"")",ValidateAntiForgeryToken,"Route(""Hr/Onboarding"")",no,repository-verified
EmployeeOnboarding,WaiveItem,/EmployeeOnboarding/WaiveItem,mvc,"HttpPost(""{employeeId:int}/item/{itemId:int}/waive"")",ValidateAntiForgeryToken,"Route(""Hr/Onboarding"")",no,repository-verified
FileManager,CreateFolder,/FileManager/CreateFolder,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
FileManager,Delete,/FileManager/Delete,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
FileManager,Download,/FileManager/Download,mvc,HttpGet,,SessionValidation,no,repository-verified
FileManager,FolderTree,/FileManager/FolderTree,mvc,HttpGet,,SessionValidation,no,repository-verified
FileManager,Index,/FileManager/Index,mvc,HttpGet,,SessionValidation,no,repository-verified
FileManager,List,/FileManager/List,mvc,HttpGet,,SessionValidation,no,repository-verified
FileManager,Move,/FileManager/Move,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
FileManager,Rename,/FileManager/Rename,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
FileManager,Upload,/FileManager/Upload,mvc,HttpPost,ValidateAntiForgeryToken; RequestSizeLimit(268435456),SessionValidation,no,repository-verified
Home,Error,/Home/Error,mvc,HttpGet (implicit),"ResponseCache(Duration = 0, Location = ResponseCacheLocation.None, NoStore = true)",,no,repository-verified
Home,Index,/Home/Index,mvc,HttpGet (implicit),,,no,repository-verified
Home,Privacy,/Home/Privacy,mvc,HttpGet (implicit),,,no,repository-verified
Home,Store,/Home/Store,mvc,HttpGet (implicit),AllowAnonymous,,yes,repository-verified
Hyper,Dashboard,/Hyper/Dashboard,mvc,"HttpGet(""""); HttpGet(""dashboard"")",,"Route(""hyper"")",no,repository-verified
Hyper,ItemMargin,/Hyper/ItemMargin,mvc,"HttpGet(""reports/item-margin"")",,"Route(""hyper"")",no,repository-verified
Hyper,Sales,/Hyper/Sales,mvc,"HttpGet(""reports/sales"")",,"Route(""hyper"")",no,repository-verified
HyperPos,AttachCustomer,/HyperPos/AttachCustomer,mvc,"HttpPost(""customer/attach"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Customer,/HyperPos/Customer,mvc,"HttpGet(""customer"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,CustomerAdd,/HyperPos/CustomerAdd,mvc,"HttpPost(""customer/add"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,CustomerSearch,/HyperPos/CustomerSearch,mvc,"HttpGet(""customer/search"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Index,/HyperPos/Index,mvc,"HttpGet("""")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Lane,/HyperPos/Lane,mvc,"HttpGet(""lane"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Login,/HyperPos/Login,mvc,"HttpGet(""login"")",AllowAnonymous,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",yes,repository-verified
HyperPos,Login,/HyperPos/Login,mvc,"HttpPost(""login"")",AllowAnonymous; ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",yes,repository-verified
HyperPos,Logout,/HyperPos/Logout,mvc,"HttpGet(""logout"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Pay,/HyperPos/Pay,mvc,"HttpPost(""pay"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,PriceCheck,/HyperPos/PriceCheck,mvc,"HttpGet(""pricecheck"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,PriceCheck,/HyperPos/PriceCheck,mvc,"HttpPost(""pricecheck"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,PrintInvoice,/HyperPos/PrintInvoice,mvc,"HttpGet(""invoice/print/{invoiceId:int}"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Receipts,/HyperPos/Receipts,mvc,"HttpGet(""receipts"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,RemoveLine,/HyperPos/RemoveLine,mvc,"HttpPost(""line/remove"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Scan,/HyperPos/Scan,mvc,"HttpPost(""scan"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,SetQty,/HyperPos/SetQty,mvc,"HttpPost(""line/qty"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,ShiftClose,/HyperPos/ShiftClose,mvc,"HttpPost(""shift/close"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,StampInvoiceCustomer,/HyperPos/StampInvoiceCustomer,mvc,"HttpPost(""invoice/stamp"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Start,/HyperPos/Start,mvc,"HttpGet(""start"")",,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
HyperPos,Start,/HyperPos/Start,mvc,"HttpPost(""start"")",ValidateAntiForgeryToken,"CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login""); Route(""hyper/pos"")",no,repository-verified
InsightActions,CreateTask,/InsightActions/CreateTask,mvc,HttpPost,ValidateAntiForgeryToken,SessionValidation,no,repository-verified
InsightActions,NewTask,/InsightActions/NewTask,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,AddPlanDemand,/Inventory/AddPlanDemand,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,AddWorkOrderLabor,/Inventory/AddWorkOrderLabor,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,Approvals,/Inventory/Approvals,mvc,HttpGet,"InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,ApproveDoc,/Inventory/ApproveDoc,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,AssignRole,/Inventory/AssignRole,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,Batches,/Inventory/Batches,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,BulkExecute,/Inventory/BulkExecute,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,BulkPreview,/Inventory/BulkPreview,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,BulkPriceChange,/Inventory/BulkPriceChange,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,BulkUndo,/Inventory/BulkUndo,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CancelWorkOrder,/Inventory/CancelWorkOrder,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CapitalizeAsset,/Inventory/CapitalizeAsset,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,Categories,/Inventory/Categories,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,CompleteWorkOrder,/Inventory/CompleteWorkOrder,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,ConvertPoToInvoice,/Inventory/ConvertPoToInvoice,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""purchase"")",SessionValidation,no,repository-verified
Inventory,ConvertQuoteToOrder,/Inventory/ConvertQuoteToOrder,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,ConvertSoToInvoice,/Inventory/ConvertSoToInvoice,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CopyPriceList,/Inventory/CopyPriceList,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CountDetails,/Inventory/CountDetails,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,CreateCategory,/Inventory/CreateCategory,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,CreateCategory,/Inventory/CreateCategory,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,CreateDelivery,/Inventory/CreateDelivery,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreateGoodsReceipt,/Inventory/CreateGoodsReceipt,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""purchase"")",SessionValidation,no,repository-verified
Inventory,CreateItem,/Inventory/CreateItem,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,CreateItem,/Inventory/CreateItem,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,CreateLandedCost,/Inventory/CreateLandedCost,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreatePlan,/Inventory/CreatePlan,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreatePurchaseOrder,/Inventory/CreatePurchaseOrder,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""purchase"")",SessionValidation,no,repository-verified
Inventory,CreateQuotation,/Inventory/CreateQuotation,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreateSalesOrder,/Inventory/CreateSalesOrder,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreateTransfer,/Inventory/CreateTransfer,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreateUnit,/Inventory/CreateUnit,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,CreateWarehouse,/Inventory/CreateWarehouse,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,CreateWorkOrder,/Inventory/CreateWorkOrder,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,CreateWriteOff,/Inventory/CreateWriteOff,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,DeleteBinLocation,/Inventory/DeleteBinLocation,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,DeletePlan,/Inventory/DeletePlan,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,DeletePriceList,/Inventory/DeletePriceList,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,DeletePromotion,/Inventory/DeletePromotion,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,DeleteRoutingOp,/Inventory/DeleteRoutingOp,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,Deliveries,/Inventory/Deliveries,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,DeliveriesData,/Inventory/DeliveriesData,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,DeliveriesExport,/Inventory/DeliveriesExport,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,DeliveryDetails,/Inventory/DeliveryDetails,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,DoCapitalizeAsset,/Inventory/DoCapitalizeAsset,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,EditCategory,/Inventory/EditCategory,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,EditCategory,/Inventory/EditCategory,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,EditItem,/Inventory/EditItem,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,EditItem,/Inventory/EditItem,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,EditWarehouse,/Inventory/EditWarehouse,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""manage"")",SessionValidation,no,repository-verified
Inventory,ExpiryAlerts,/Inventory/ExpiryAlerts,mvc,HttpGet,,SessionValidation,no,repository-verified
Inventory,GeneratePO,/Inventory/GeneratePO,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""purchase"")",SessionValidation,no,repository-verified
Inventory,GeneratePlanWorkOrders,/Inventory/GeneratePlanWorkOrders,mvc,HttpPost,"ValidateAntiForgeryToken; InvPerm(""doc"")",SessionValidation,no,repository-verified
Inventory,GoodsReceipts,/Inventory/GoodsReceipts,mvc,HttpGet,,SessionValidation,no,repository-verified
